iso3c,language,short_name,full_name,variant_1,variant_2,variant_3,variant_4
DEU,zh_hk,德國,德意志聯邦共和國,NA,NA,NA,NA
DEU,zh_mo,德國,德意志聯邦共和國,NA,NA,NA,NA
DEU,zh_my,德国,德意志联邦共和国,NA,NA,NA,NA
DEU,zh_sg,德国,德意志联邦共和国,NA,NA,NA,NA
DEU,zh_tw,德國,德意志聯邦共和國,NA,NA,NA,NA
DJI,zh_cn,吉布提,吉布提共和国,NA,NA,NA,NA
DJI,zh_hk,吉布提,吉布提共和國,NA,NA,NA,NA
DJI,zh_mo,吉布提,吉布提共和國,NA,NA,NA,NA
DJI,zh_my,吉布提,吉布提共和国,NA,NA,NA,NA
DJI,zh_sg,吉布提,吉布提共和国,NA,NA,NA,NA
DJI,zh_tw,吉布地,吉布地共和國,NA,NA,NA,NA
DMA,zh_cn,多米尼克,多米尼克国,NA,NA,NA,NA
DMA,zh_hk,多米尼克,多米尼克國,NA,NA,NA,NA
DMA,zh_mo,多米尼克,多米尼克國,NA,NA,NA,NA
DMA,zh_my,多米尼克,多米尼克国,NA,NA,NA,NA
DMA,zh_sg,多米尼克,多米尼克国,NA,NA,NA,NA
DMA,zh_tw,多米尼克,多米尼克國,NA,NA,NA,NA
DNK,zh_cn,丹麦,丹麦,NA,NA,NA,NA
DNK,zh_hk,丹麥,丹麥,NA,NA,NA,NA
DNK,zh_mo,丹麥,丹麥,NA,NA,NA,NA
DNK,zh_my,丹麦,丹麦,NA,NA,NA,NA
DNK,zh_sg,丹麦,丹麦,NA,NA,NA,NA
DNK,zh_tw,丹麥,丹麥,NA,NA,NA,NA
DOM,zh_cn,多米尼加,多米尼加共和国,NA,NA,NA,NA
DOM,zh_hk,多明尼加,多米尼加共和國,多米尼加,NA,NA,NA
DOM,zh_mo,多明尼加,多米尼加共和國,多米尼加,NA,NA,NA
DOM,zh_my,多米尼加,多米尼加共和国,NA,NA,NA,NA
DOM,zh_sg,多米尼加,多米尼加共和国,NA,NA,NA,NA
DOM,zh_tw,多明尼加,多米尼加共和國,多米尼加,NA,NA,NA
DZA,zh_cn,阿尔及利亚,阿尔及利亚民主人民共和国,NA,NA,NA,NA
DZA,zh_hk,阿爾及利亞,阿爾及利亞民主人民共和國,NA,NA,NA,NA
DZA,zh_mo,阿爾及利亞,阿爾及利亞民主人民共和國,NA,NA,NA,NA
DZA,zh_my,阿尔及利亚,阿尔及利亚民主人民共和国,NA,NA,NA,NA
DZA,zh_sg,阿尔及利亚,阿尔及利亚民主人民共和国,NA,NA,NA,NA
DZA,zh_tw,阿爾及利亞,阿爾及利亞民主人民共和國,NA,NA,NA,NA
ECU,zh_cn,厄瓜多尔,厄瓜多尔共和国,NA,NA,NA,NA
ECU,zh_hk,厄瓜多爾,厄瓜多爾共和國,NA,NA,NA,NA
ECU,zh_mo,厄瓜多爾,厄瓜多爾共和國,NA,NA,NA,NA
ECU,zh_my,厄瓜多尔,厄瓜多尔共和国,NA,NA,NA,NA
ECU,zh_sg,厄瓜多尔,厄瓜多尔共和国,NA,NA,NA,NA
ECU,zh_tw,厄瓜多,厄瓜多共和國,NA,NA,NA,NA
EGY,zh_cn,埃及,阿拉伯埃及共和国,NA,NA,NA,NA
EGY,zh_hk,埃及,阿拉伯埃及共和國,NA,NA,NA,NA
EGY,zh_mo,埃及,阿拉伯埃及共和國,NA,NA,NA,NA
EGY,zh_my,埃及,阿拉伯埃及共和国,NA,NA,NA,NA
EGY,zh_sg,埃及,阿拉伯埃及共和国,NA,NA,NA,NA
EGY,zh_tw,埃及,埃及阿拉伯共和國,NA,NA,NA,NA
ERI,zh_cn,厄立特里亚,厄立特里亚国,NA,NA,NA,NA
ERI,zh_hk,厄立特里亞,厄立特里亞國,NA,NA,NA,NA
ERI,zh_mo,厄立特里亞,厄立特里亞國,NA,NA,NA,NA
ERI,zh_my,厄立特里亚,厄立特里亚国,NA,NA,NA,NA
ERI,zh_sg,厄立特里亚,厄立特里亚国,NA,NA,NA,NA
ERI,zh_tw,厄利垂亞,厄利垂亞國,NA,NA,NA,NA
ESH,zh_cn,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESH,zh_hk,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESH,zh_mo,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESH,zh_my,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESH,zh_sg,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESH,zh_tw,西撒哈拉,西撒哈拉,NA,NA,NA,NA
ESP,zh_cn,西班牙,西班牙王国,日斯巴尼亚,以西巴尼亚,以西把你亚,NA
ESP,zh_hk,西班牙,西班牙王國,日斯巴尼亞,以西巴尼亞,以西把你亞,NA
ESP,zh_mo,西班牙,西班牙王國,日斯巴尼亞,以西巴尼亞,以西把你亞,NA
ESP,zh_my,西班牙,西班牙王国,日斯巴尼亚,以西巴尼亚,以西把你亚,NA
ESP,zh_sg,西班牙,西班牙王国,日斯巴尼亚,以西巴尼亚,以西把你亚,NA
ESP,zh_tw,西班牙,西班牙王國,日斯巴尼亞,以西巴尼亞,以西把你亞,NA
EST,zh_cn,爱沙尼亚,爱沙尼亚共和国,NA,NA,NA,NA
EST,zh_hk,愛沙尼亞,愛沙尼亞共和國,NA,NA,NA,NA
EST,zh_mo,愛沙尼亞,愛沙尼亞共和國,NA,NA,NA,NA
EST,zh_my,爱沙尼亚,爱沙尼亚共和国,NA,NA,NA,NA
EST,zh_sg,爱沙尼亚,爱沙尼亚共和国,NA,NA,NA,NA
EST,zh_tw,愛沙尼亞,愛沙尼亞共和國,NA,NA,NA,NA
ETH,zh_cn,埃塞俄比亚,埃塞俄比亚联邦民主共和国,埃塞,NA,NA,NA
ETH,zh_hk,埃塞俄比亞,埃塞俄比亞聯邦民主共和國,埃塞,NA,NA,NA
ETH,zh_mo,埃塞俄比亞,埃塞俄比亞聯邦民主共和國,埃塞,NA,NA,NA
ETH,zh_my,埃塞俄比亚,埃塞俄比亚联邦民主共和国,埃塞,NA,NA,NA
ETH,zh_sg,埃塞俄比亚,埃塞俄比亚联邦民主共和国,埃国,NA,NA,NA
ETH,zh_tw,衣索比亞,衣索比亞聯邦民主共和國,衣國,NA,NA,NA
FIN,zh_cn,芬兰,芬兰共和国,NA,NA,NA,NA
FIN,zh_hk,芬蘭,芬蘭共和國,NA,NA,NA,NA
FIN,zh_mo,芬蘭,芬蘭共和國,NA,NA,NA,NA
FIN,zh_my,芬兰,芬兰共和国,NA,NA,NA,NA
FIN,zh_sg,芬兰,芬兰共和国,NA,NA,NA,NA
FIN,zh_tw,芬蘭,芬蘭共和國,NA,NA,NA,NA
FJI,zh_cn,斐济,斐济共和国,NA,NA,NA,NA
FJI,zh_hk,斐濟,斐濟共和國,NA,NA,NA,NA
FJI,zh_mo,斐濟,斐濟共和國,NA,NA,NA,NA
FJI,zh_my,斐济,斐济共和国,NA,NA,NA,NA
FJI,zh_sg,斐济,斐济共和国,NA,NA,NA,NA
FJI,zh_tw,斐濟,斐濟共和國,NA,NA,NA,NA
FLK,zh_cn,福克兰群岛,福克兰群岛,马尔维纳斯群岛,NA,NA,NA
FLK,zh_hk,福克蘭群島,福克蘭群島,馬爾維納斯群島,NA,NA,NA
FLK,zh_mo,福克蘭群島,福克蘭群島,馬爾維納斯群島,NA,NA,NA
FLK,zh_my,福克兰群岛,福克兰群岛,马尔维纳斯群岛,NA,NA,NA
FLK,zh_sg,福克兰群岛,福克兰群岛,马尔维纳斯群岛,NA,NA,NA
FLK,zh_tw,福克蘭群島,福克蘭群島,馬爾維納斯群島,NA,NA,NA
FRA,zh_cn,法国,法兰西共和国,NA,NA,NA,NA
FRA,zh_hk,法國,法蘭西共和國,NA,NA,NA,NA
FRA,zh_mo,法國,法蘭西共和國,NA,NA,NA,NA
FRA,zh_my,法国,法兰西共和国,NA,NA,NA,NA
FRA,zh_sg,法国,法兰西共和国,NA,NA,NA,NA
FRA,zh_tw,法國,法蘭西共和國,NA,NA,NA,NA
FRO,zh_cn,法罗群岛,法罗群岛,NA,NA,NA,NA
FRO,zh_hk,法羅群島,法羅群島,NA,NA,NA,NA
FRO,zh_mo,法羅群島,法羅群島,NA,NA,NA,NA
FRO,zh_my,法罗群岛,法罗群岛,NA,NA,NA,NA
FRO,zh_sg,法罗群岛,法罗群岛,NA,NA,NA,NA
FRO,zh_tw,法羅群島,法羅群島,NA,NA,NA,NA
FSM,zh_cn,密克罗尼西亚联邦,密克罗尼西亚联邦,密克罗尼西亚,密联邦,NA,NA
FSM,zh_hk,密克羅尼西亞聯邦,密克羅尼西亞聯邦,密克羅尼西亞,密聯邦,NA,NA
FSM,zh_mo,密克羅尼西亞聯邦,密克羅尼西亞聯邦,密克羅尼西亞,密聯邦,NA,NA
FSM,zh_my,密克罗尼西亚联邦,密克罗尼西亚联邦,密克罗尼西亚,密联邦,NA,NA
FSM,zh_sg,密克罗尼西亚联邦,密克罗尼西亚联邦,密克罗尼西亚,密联邦,NA,NA
FSM,zh_tw,密克羅尼西亞聯邦,密克羅尼西亞聯邦,密克羅尼西亞,密聯邦,NA,NA
GAB,zh_cn,加蓬,加蓬共和国,NA,NA,NA,NA
GAB,zh_hk,加蓬,加蓬共和國,NA,NA,NA,NA
GAB,zh_mo,加蓬,加蓬共和國,NA,NA,NA,NA
GAB,zh_my,加蓬,加蓬共和国,NA,NA,NA,NA
GAB,zh_sg,加蓬,加蓬共和国,NA,NA,NA,NA
GAB,zh_tw,加彭,加彭共和國,NA,NA,NA,NA
GBR,zh_cn,英国,大不列颠及北爱尔兰联合王国,联合王国,不列颠,NA,NA
GBR,zh_hk,英國,大不列顛及北愛爾蘭聯合王國,聯合王國,不列顛,NA,NA
GBR,zh_mo,英國,大不列顛及北愛爾蘭聯合王國,聯合王國,不列顛,NA,NA
GBR,zh_my,英国,大不列颠及北爱尔兰联合王国,联合王国,不列颠,NA,NA
GBR,zh_sg,英国,大不列颠及北爱尔兰联合王国,联合王国,不列颠,NA,NA
GBR,zh_tw,英國,大不列顛暨北愛爾蘭聯合王國,聯合王國,不列顛,NA,NA
GEO,zh_cn,格鲁吉亚,格鲁吉亚,NA,NA,NA,NA
GEO,zh_hk,格魯吉亞,格魯吉亞,NA,NA,NA,NA
GEO,zh_mo,格魯吉亞,格魯吉亞,NA,NA,NA,NA
GEO,zh_my,格鲁吉亚,格鲁吉亚,NA,NA,NA,NA
GEO,zh_sg,格鲁吉亚,格鲁吉亚,NA,NA,NA,NA
GEO,zh_tw,喬治亞,喬治亞,NA,NA,NA,NA
GGY,zh_cn,根西,根西,NA,NA,NA,NA
GGY,zh_hk,根西,根西,NA,NA,NA,NA
GGY,zh_mo,根西,根西,NA,NA,NA,NA
GGY,zh_my,根西,根西,NA,NA,NA,NA
GGY,zh_sg,根西,根西,NA,NA,NA,NA
GGY,zh_tw,根西,根西,NA,NA,NA,NA
GHA,zh_cn,加纳,加纳共和国,NA,NA,NA,NA
GHA,zh_hk,加納,加納共和國,NA,NA,NA,NA
GHA,zh_mo,加納,加納共和國,NA,NA,NA,NA
GHA,zh_my,加纳,加纳共和国,NA,NA,NA,NA
GHA,zh_sg,加纳,加纳共和国,NA,NA,NA,NA
GHA,zh_tw,迦納,迦納共和國,NA,NA,NA,NA
GIB,zh_cn,直布罗陀,直布罗陀,NA,NA,NA,NA
GIB,zh_hk,直布羅陀,直布羅陀,NA,NA,NA,NA
GIB,zh_mo,直布羅陀,直布羅陀,NA,NA,NA,NA
GIB,zh_my,直布罗陀,直布罗陀,NA,NA,NA,NA
GIB,zh_sg,直布罗陀,直布罗陀,NA,NA,NA,NA
GIB,zh_tw,直布羅陀,直布羅陀,NA,NA,NA,NA
GIN,zh_cn,几内亚,几内亚共和国,NA,NA,NA,NA
GIN,zh_hk,畿內亞,畿內亞共和國,NA,NA,NA,NA
GIN,zh_mo,畿內亞,畿內亞共和國,NA,NA,NA,NA
GIN,zh_my,几内亚,几内亚共和国,NA,NA,NA,NA
GIN,zh_sg,几内亚,几内亚共和国,NA,NA,NA,NA
GIN,zh_tw,幾內亞,幾內亞共和國,NA,NA,NA,NA
GLP,zh_cn,瓜德罗普,瓜德罗普,瓜达洛普,NA,NA,NA
GLP,zh_hk,瓜德羅普,瓜德羅普,瓜達洛普,NA,NA,NA
GLP,zh_mo,瓜德羅普,瓜德羅普,瓜達洛普,NA,NA,NA
GLP,zh_my,瓜德罗普,瓜德罗普,瓜达洛普,NA,NA,NA
GLP,zh_sg,瓜德罗普,瓜德罗普,瓜达洛普,NA,NA,NA
GLP,zh_tw,瓜地洛普,瓜地洛普,瓜達洛普,NA,NA,NA
GMB,zh_cn,冈比亚,冈比亚共和国,NA,NA,NA,NA
GMB,zh_hk,岡比亞,岡比亞共和國,NA,NA,NA,NA
GMB,zh_mo,岡比亞,岡比亞共和國,NA,NA,NA,NA
GMB,zh_my,冈比亚,冈比亚共和国,NA,NA,NA,NA
GMB,zh_sg,冈比亚,冈比亚共和国,NA,NA,NA,NA
GMB,zh_tw,甘比亞,甘比亞共和國,NA,NA,NA,NA
GNB,zh_cn,几内亚比绍,几内亚比绍共和国,NA,NA,NA,NA
GNB,zh_hk,畿內亞比紹,畿內亞比紹共和國,NA,NA,NA,NA
GNB,zh_mo,畿內亞比紹,畿內亞比紹共和國,NA,NA,NA,NA
GNB,zh_my,几内亚比绍,几内亚比绍共和国,NA,NA,NA,NA
GNB,zh_sg,几内亚比绍,几内亚比绍共和国,NA,NA,NA,NA
GNB,zh_tw,幾內亞比索,幾內亞比索共和國,NA,NA,NA,NA
GNQ,zh_cn,赤道几内亚,赤道几内亚共和国,赤几,NA,NA,NA
GNQ,zh_hk,赤道畿內亞,赤道畿內亞共和國,赤畿,NA,NA,NA
GNQ,zh_mo,赤道畿內亞,赤道畿內亞共和國,赤畿,NA,NA,NA
GNQ,zh_my,赤道几内亚,赤道几内亚共和国,赤几,NA,NA,NA
GNQ,zh_sg,赤道几内亚,赤道几内亚共和国,赤几,NA,NA,NA
GNQ,zh_tw,赤道幾內亞,赤道幾內亞共和國,赤幾,NA,NA,NA
GRC,zh_cn,希腊,希腊共和国,NA,NA,NA,NA
GRC,zh_hk,希臘,希臘共和國,NA,NA,NA,NA
GRC,zh_mo,希臘,希臘共和國,NA,NA,NA,NA
GRC,zh_my,希腊,希腊共和国,NA,NA,NA,NA
GRC,zh_sg,希腊,希腊共和国,NA,NA,NA,NA
GRC,zh_tw,希臘,希臘共和國,NA,NA,NA,NA
GRD,zh_cn,格林纳达,格林纳达,NA,NA,NA,NA
GRD,zh_hk,格林納達,格林納達,NA,NA,NA,NA
GRD,zh_mo,格林納達,格林納達,NA,NA,NA,NA
GRD,zh_my,格林纳达,格林纳达,NA,NA,NA,NA
GRD,zh_sg,格林纳达,格林纳达,NA,NA,NA,NA
GRD,zh_tw,格瑞那達,格瑞那達,NA,NA,NA,NA
GRL,zh_cn,格陵兰,格陵兰,世界最大岛,NA,NA,NA
GRL,zh_hk,格陵蘭,格陵蘭,世界最大島,NA,NA,NA
GRL,zh_mo,格陵蘭,格陵蘭,世界最大島,NA,NA,NA
GRL,zh_my,格陵兰,格陵兰,世界最大岛,NA,NA,NA
GRL,zh_sg,格陵兰,格陵兰,世界最大岛,NA,NA,NA
GRL,zh_tw,格陵蘭,格陵蘭,世界最大島,NA,NA,NA
GTM,zh_cn,危地马拉,危地马拉共和国,NA,NA,NA,NA
GTM,zh_hk,危地馬拉,危地馬拉共和國,NA,NA,NA,NA
GTM,zh_mo,危地馬拉,危地馬拉共和國,NA,NA,NA,NA
GTM,zh_my,危地马拉,危地马拉共和国,NA,NA,NA,NA
GTM,zh_sg,危地马拉,危地马拉共和国,NA,NA,NA,NA
GTM,zh_tw,瓜地馬拉,瓜地馬拉共和國,NA,NA,NA,NA
GUF,zh_cn,法属圭亚那,法属圭亚那,圭亚那,NA,NA,NA
GUF,zh_hk,法屬圭亞那,法屬圭亞那,圭亞那,NA,NA,NA
GUF,zh_mo,法屬圭亞那,法屬圭亞那,圭亞那,NA,NA,NA
GUF,zh_my,法属圭亚那,法属圭亚那,圭亚那,NA,NA,NA
GUF,zh_sg,法属圭亚那,法属圭亚那,圭亚那,NA,NA,NA
GUF,zh_tw,法屬圭亞那,法屬圭亞那,圭亞那,NA,NA,NA
GUM,zh_cn,关岛,关岛,NA,NA,NA,NA
GUM,zh_hk,關島,關島,NA,NA,NA,NA
GUM,zh_mo,關島,關島,NA,NA,NA,NA
GUM,zh_my,关岛,关岛,NA,NA,NA,NA
GUM,zh_sg,关岛,关岛,NA,NA,NA,NA
GUM,zh_tw,關島,關島,NA,NA,NA,NA
GUY,zh_cn,圭亚那,圭亚那合作共和国,NA,NA,NA,NA
GUY,zh_hk,圭亞那,圭亞那合作共和國,NA,NA,NA,NA
GUY,zh_mo,圭亞那,圭亞那合作共和國,NA,NA,NA,NA
GUY,zh_my,圭亚那,圭亚那合作共和国,NA,NA,NA,NA
GUY,zh_sg,圭亚那,圭亚那合作共和国,NA,NA,NA,NA
GUY,zh_tw,蓋亞那,蓋亞那合作共和國,NA,NA,NA,NA
HKG,zh_cn,香港,香港,香港特别行政区,港,NA,NA
HKG,zh_hk,香港,香港,香港特別行政區,港,NA,NA
HKG,zh_mo,香港,香港,香港特別行政區,港,NA,NA
HKG,zh_my,香港,香港,香港特别行政区,港,NA,NA
HKG,zh_sg,香港,香港,香港特别行政区,港,NA,NA
HKG,zh_tw,香港,香港,香港特別行政區,港,NA,NA
HMD,zh_cn,赫德岛和麦克唐纳群岛,赫德岛和麦克唐纳群岛,NA,NA,NA,NA
HMD,zh_hk,赫德島和麥克唐納群島,赫德島和麥克唐納群島,NA,NA,NA,NA
HMD,zh_mo,赫德島和麥克唐納群島,赫德島和麥克唐納群島,NA,NA,NA,NA
HMD,zh_my,赫德岛和麦克唐纳群岛,赫德岛和麦克唐纳群岛,NA,NA,NA,NA
HMD,zh_sg,赫德岛和麦克唐纳群岛,赫德岛和麦克唐纳群岛,NA,NA,NA,NA
HMD,zh_tw,赫德島和麥克唐納群島,赫德島和麥克唐納群島,NA,NA,NA,NA
HND,zh_cn,洪都拉斯,洪都拉斯共和国,NA,NA,NA,NA
HND,zh_hk,洪都拉斯,洪都拉斯共和國,NA,NA,NA,NA
HND,zh_mo,洪都拉斯,洪都拉斯共和國,NA,NA,NA,NA
HND,zh_my,洪都拉斯,洪都拉斯共和国,NA,NA,NA,NA
HND,zh_sg,洪都拉斯,洪都拉斯共和国,NA,NA,NA,NA
HND,zh_tw,宏都拉斯,宏都拉斯共和國,NA,NA,NA,NA
HRV,zh_cn,克罗地亚,克罗地亚共和国,NA,NA,NA,NA
HRV,zh_hk,克羅地亞,克羅地亞共和國,NA,NA,NA,NA
HRV,zh_mo,克羅地亞,克羅地亞共和國,NA,NA,NA,NA
HRV,zh_my,克罗地亚,克罗地亚共和国,NA,NA,NA,NA
HRV,zh_sg,克罗地亚,克罗地亚共和国,NA,NA,NA,NA
HRV,zh_tw,克羅埃西亞,克羅埃西亞共和國,NA,NA,NA,NA
HTI,zh_cn,海地,海地共和国,NA,NA,NA,NA
HTI,zh_hk,海地,海地共和國,NA,NA,NA,NA
HTI,zh_mo,海地,海地共和國,NA,NA,NA,NA
HTI,zh_my,海地,海地共和国,NA,NA,NA,NA
HTI,zh_sg,海地,海地共和国,NA,NA,NA,NA
HTI,zh_tw,海地,海地共和國,NA,NA,NA,NA
HUN,zh_cn,匈牙利,匈牙利,NA,NA,NA,NA
HUN,zh_hk,匈牙利,匈牙利,NA,NA,NA,NA
HUN,zh_mo,匈牙利,匈牙利,NA,NA,NA,NA
HUN,zh_my,匈牙利,匈牙利,NA,NA,NA,NA
HUN,zh_sg,匈牙利,匈牙利,NA,NA,NA,NA
HUN,zh_tw,匈牙利,匈牙利,NA,NA,NA,NA
IDN,zh_cn,印度尼西亚,印度尼西亚共和国,印尼,NA,NA,NA
IDN,zh_hk,印度尼西亞,印度尼西亞共和國,NA,NA,NA,NA
IDN,zh_mo,印度尼西亞,印度尼西亞共和國,NA,NA,NA,NA
IDN,zh_my,印度尼西亚,印度尼西亚共和国,印尼,NA,NA,NA
IDN,zh_sg,印度尼西亚,印度尼西亚共和国,印尼,NA,NA,NA
IDN,zh_tw,印尼,印尼共和國,NA,NA,NA,NA
IMN,zh_cn,马恩岛,马恩岛,曼恩,NA,NA,NA
IMN,zh_hk,萌島,萌島,曼恩,NA,NA,NA
IMN,zh_mo,萌島,萌島,曼恩,NA,NA,NA
IMN,zh_my,马恩岛,马恩岛,曼恩,NA,NA,NA
IMN,zh_sg,马恩岛,马恩岛,曼恩,NA,NA,NA
IMN,zh_tw,曼島,曼島,曼恩,NA,NA,NA
IND,zh_cn,印度,印度共和国,NA,NA,NA,NA
IND,zh_hk,印度,印度共和國,NA,NA,NA,NA
IND,zh_mo,印度,印度共和國,NA,NA,NA,NA
IND,zh_my,印度,印度共和国,NA,NA,NA,NA
IND,zh_sg,印度,印度共和国,NA,NA,NA,NA
IND,zh_tw,印度,印度共和國,NA,NA,NA,NA
IOT,zh_cn,英属印度洋领地,英属印度洋领地,NA,NA,NA,NA
IOT,zh_hk,英屬印度洋領地,英屬印度洋領地,NA,NA,NA,NA
IOT,zh_mo,英屬印度洋領地,英屬印度洋領地,NA,NA,NA,NA
IOT,zh_my,英属印度洋领地,英属印度洋领地,NA,NA,NA,NA
IOT,zh_sg,英属印度洋领地,英属印度洋领地,NA,NA,NA,NA
IOT,zh_tw,英屬印度洋領地,英屬印度洋領地,NA,NA,NA,NA
IRL,zh_cn,爱尔兰,爱尔兰,爱尔兰共和国,NA,NA,NA
IRL,zh_hk,愛爾蘭,愛爾蘭,愛爾蘭共和國,NA,NA,NA
IRL,zh_mo,愛爾蘭,愛爾蘭,愛爾蘭共和國,NA,NA,NA
IRL,zh_my,爱尔兰,爱尔兰,爱尔兰共和国,NA,NA,NA
IRL,zh_sg,爱尔兰,爱尔兰,爱尔兰共和国,NA,NA,NA
IRL,zh_tw,愛爾蘭,愛爾蘭,愛爾蘭共和國,NA,NA,NA
IRN,zh_cn,伊朗,伊朗伊斯兰共和国,波斯,NA,NA,NA
IRN,zh_hk,伊朗,伊朗伊斯蘭共和國,波斯,NA,NA,NA
IRN,zh_mo,伊朗,伊朗伊斯蘭共和國,波斯,NA,NA,NA
IRN,zh_my,伊朗,伊朗伊斯兰共和国,波斯,NA,NA,NA
IRN,zh_sg,伊朗,伊朗伊斯兰共和国,波斯,NA,NA,NA
IRN,zh_tw,伊朗,伊朗伊斯蘭共和國,波斯,NA,NA,NA
IRQ,zh_cn,伊拉克,伊拉克共和国,NA,NA,NA,NA
IRQ,zh_hk,伊拉克,伊拉克共和國,NA,NA,NA,NA
IRQ,zh_mo,伊拉克,伊拉克共和國,NA,NA,NA,NA
IRQ,zh_my,伊拉克,伊拉克共和国,NA,NA,NA,NA
IRQ,zh_sg,伊拉克,伊拉克共和国,NA,NA,NA,NA
IRQ,zh_tw,伊拉克,伊拉克共和國,NA,NA,NA,NA
ISL,zh_cn,冰岛,冰岛,冰封之地,NA,NA,NA
ISL,zh_hk,冰島,冰島,冰封之地,NA,NA,NA
ISL,zh_mo,冰島,冰島,冰封之地,NA,NA,NA
ISL,zh_my,冰岛,冰岛,冰封之地,NA,NA,NA
ISL,zh_sg,冰岛,冰岛,冰封之地,NA,NA,NA
ISL,zh_tw,冰島,冰島,冰封之地,NA,NA,NA
ISR,zh_cn,以色列,以色列国,NA,NA,NA,NA
ISR,zh_hk,以色列,以色列國,NA,NA,NA,NA
ISR,zh_mo,以色列,以色列國,NA,NA,NA,NA
ISR,zh_my,以色列,以色列国,NA,NA,NA,NA
ISR,zh_sg,以色列,以色列国,NA,NA,NA,NA
ISR,zh_tw,以色列,以色列國,NA,NA,NA,NA
ITA,zh_cn,意大利,意大利共和国,NA,NA,NA,NA
ITA,zh_hk,意大利,意大利共和國,NA,NA,NA,NA
ITA,zh_mo,意大利,意大利共和國,NA,NA,NA,NA
ITA,zh_my,意大利,意大利共和国,NA,NA,NA,NA
ITA,zh_sg,意大利,意大利共和国,NA,NA,NA,NA
ITA,zh_tw,義大利,義大利共和國,NA,NA,NA,NA
JAM,zh_cn,牙买加,牙买加,NA,NA,NA,NA
JAM,zh_hk,牙買加,牙買加,NA,NA,NA,NA
JAM,zh_mo,牙買加,牙買加,NA,NA,NA,NA
JAM,zh_my,牙买加,牙买加,NA,NA,NA,NA
JAM,zh_sg,牙买加,牙买加,NA,NA,NA,NA
JAM,zh_tw,牙買加,牙買加,NA,NA,NA,NA
JEY,zh_cn,泽西,泽西行政区,哲尔赛,NA,NA,NA
JEY,zh_hk,澤西,澤西行政區,哲爾賽,NA,NA,NA
JEY,zh_mo,澤西,澤西行政區,哲爾賽,NA,NA,NA
JEY,zh_my,泽西,泽西行政区,哲尔赛,NA,NA,NA
JEY,zh_sg,泽西,泽西行政区,哲尔赛,NA,NA,NA
JEY,zh_tw,澤西,澤西行政區,哲爾賽,NA,NA,NA
JOR,zh_cn,约旦,约旦哈希姆王国,NA,NA,NA,NA
JOR,zh_hk,約旦,約旦哈希姆王國,NA,NA,NA,NA
JOR,zh_mo,約旦,約旦哈希姆王國,NA,NA,NA,NA
JOR,zh_my,约旦,约旦哈希姆王国,NA,NA,NA,NA
JOR,zh_sg,约旦,约旦哈希姆王国,NA,NA,NA,NA
JOR,zh_tw,約旦,約旦哈希米王國,NA,NA,NA,NA
JPN,zh_cn,日本,日本国,NA,NA,NA,NA
JPN,zh_hk,日本,日本國,NA,NA,NA,NA
JPN,zh_mo,日本,日本國,NA,NA,NA,NA
JPN,zh_my,日本,日本国,NA,NA,NA,NA
JPN,zh_sg,日本,日本国,NA,NA,NA,NA
JPN,zh_tw,日本,日本國,NA,NA,NA,NA
KAZ,zh_cn,哈萨克斯坦,哈萨克斯坦共和国,NA,NA,NA,NA
KAZ,zh_hk,哈薩克,哈薩克共和國,NA,NA,NA,NA
KAZ,zh_mo,哈薩克斯坦,哈薩克斯坦共和國,NA,NA,NA,NA
KAZ,zh_my,哈萨克斯坦,哈萨克斯坦共和国,NA,NA,NA,NA
KAZ,zh_sg,哈萨克斯坦,哈萨克斯坦共和国,NA,NA,NA,NA
KAZ,zh_tw,哈薩克,哈薩克共和國,NA,NA,NA,NA
KEN,zh_cn,肯尼亚,肯尼亚共和国,NA,NA,NA,NA
KEN,zh_hk,肯雅,肯雅共和國,NA,NA,NA,NA
KEN,zh_mo,肯雅,肯雅共和國,NA,NA,NA,NA
KEN,zh_my,肯尼亚,肯尼亚共和国,NA,NA,NA,NA
KEN,zh_sg,肯尼亚,肯尼亚共和国,NA,NA,NA,NA
KEN,zh_tw,肯亞,肯亞共和國,NA,NA,NA,NA
KGZ,zh_cn,吉尔吉斯斯坦,吉尔吉斯共和国,NA,NA,NA,NA
KGZ,zh_hk,吉爾吉斯,吉爾吉斯共和國,NA,NA,NA,NA
KGZ,zh_mo,吉爾吉斯,吉爾吉斯共和國,NA,NA,NA,NA
KGZ,zh_my,吉尔吉斯斯坦,吉尔吉斯共和国,NA,NA,NA,NA
KGZ,zh_sg,吉尔吉斯斯坦,吉尔吉斯共和国,NA,NA,NA,NA
KGZ,zh_tw,吉爾吉斯,吉爾吉斯共和國,NA,NA,NA,NA
KHM,zh_cn,柬埔寨,柬埔寨王国,NA,NA,NA,NA
KHM,zh_hk,柬埔寨,柬埔寨王國,NA,NA,NA,NA
KHM,zh_mo,柬埔寨,柬埔寨王國,NA,NA,NA,NA
KHM,zh_my,柬埔寨,柬埔寨王国,NA,NA,NA,NA
KHM,zh_sg,柬埔寨,柬埔寨王国,NA,NA,NA,NA
KHM,zh_tw,柬埔寨,柬埔寨王國,NA,NA,NA,NA
